id	description	type	source	_plantPart
470	Used to treat diaper rash, and to wash baby at birth [Cree: 95]. Used to treat diaper rash, toothache, urinary tract problems. Ssteam generated by putting moss in the heated stones used to treat body pain, muscle pain, to bring out fever [Cree: 80, 81]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
471	Applied to cuts or skin infections before bandaging affected areas [Cree: 13]. Used to treat diaper rash, and as a baby wash at birth [Cree: 95]. Antiseptic [Dene: 17]. Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
472	Used to make a medicinal tea [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and stem
473	Used to make a medicinal tea [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and stem
473	Tea given for pregnancy sickness and to ease labor during childbirth [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and flowers
474	Crushed by pounding or chewing and applied as a poultice to sores. Boiled and the decoction taken to induce emesis, "to remove bile" [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
475	Fresh or dried and used to make an infusion taken to treat colic [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
476	Infusion used as a wash for sore eyes [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
477	Used to treat diabetes [Cree: 82]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
478	Used for gonorrhea, kidney troubles and for blood spitting [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
478	Steeped and taken in general sickness [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits and stem
479	Used for physic or to make a tea for cough [Ojibwa: 87]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
479	Steeped to make a medicine to produce a sweat [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
479	Steeped and used as a poultice to treat sty [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
480	Crushed or boiled to make a wash for sore eyes [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
480	Decoction used to a treat teething pain and venereal disease [Cree: 95; Dene: 13]. Used as an eye wash and drunk to treat skin rashes or mixed with another plant to make a remedy for venereal deseases [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and stem
480	Decoction used as a diuretic [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	branches and leaves
480	Decoction given for kidney problems [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
480	Infusion used to treat sore eyes [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
480	Infusion applied externally to treat a skin rash [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
480	Decoction used as a diuretic. Infusion given after childbirth [Ojibwa: 47]. Decoction taken as a physic, or mixed with Andropogon gerardii and used to treat stoppage of urine [Ojibwa: 47]. Tea used to clear up the afterbirth, and enable quicker convalescence after childbirth [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
481	Tea taken in kidney problems [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leafy stems and berries
482	Cooled decoction made with inner bark of roots applied to sore eyes [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
483	Tea used to treat pink eye (conjunctivitis). Ground and applied topically to stop bleeding from cuts [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
484	Chewed to treat toothache and teething pain. Tea used in fevers and to aid recover after childbirth [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
485	Mixed with another plant in a decoction drunk to treat short breath [Cree: 13]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
485	Dried, boiled and decoction drunk repeatedly to treat kidney problems, chills, and cold sweats [Cree: 13]. Used for headaches [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	above-ground parts
485	Dried, decoction used to treat headache [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flower
485	Dried, mixed with tobacco and smoked, or powdered and inhaled to treat headache. Used as a heart medicine, a diuretic and emetic tea, and as a medicine for sore kidneys. Mixed with other plants and smoked to treat "insanity". Burned on hot rocks in a sweat lodge to ease breathing [Dene: 13]. Dried and used combined with other plants in a decoction used to relax and aid sleep [Metis: 13], and in a different combination to facilitate childbirth [Cree: 13]. Decoction used in fever, after childbirth, teething sickness, and amenorrhoea. Chewed for toothache. Used in facial paralysis [Cree: 95]. Dried, mixed with tobacco and smoked, or powdered and inhaled to treat headache. Used as a heart medicine [Chipewyan: 92]. Herbal water taken for kidney problems [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
486	Strong medicine [Algonquin: 69]. Smelled to treat headache [Mi'kmaq: 43]. Used with Juniper gum in tubercolosis [Mi'kmaq: 43]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
486	Steeped to make a cough medicine [Chippewa: 85], also used for swellings [Abenaki: 67].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
487	Antifertility agent [Mi'kmaq: 61] and fever medicine [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
487	Dried and made into a tea given in kidney troubles. Steeped and given to prevent pregnancy [Malecite: 65]. Steeped in water with equal amount of leaves of Nepeta cataria and given in fever. Decoction taken in amenorrhoea [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
487	Decoction put into ear for soreness, or used to gargle (or chewed) to treat sore throat [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
488	Juice used in cold, cough and skin diseases [55]. Plaster or poultice used for blood purification [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
488	Hepatic, tonic, diuretic and slightly cholagogue [Cree: 74].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves, stem and roots
488	Taken to promote the flow of bile in liver disease, the milky latex used as a mosquito repellent [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and roots
488	Decoction drunk to purify blood, to treat anemia, jaundice and against nervousness [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
488	Used as a blood medicine [Ojibwa: 86]. Steeped in water with roots of Cirsium sp. and taken in confinement [Ojibwa: 47]. Tea given in heart burn [Ojibwa: 87]. Decoction drunk as a diuretic to clean blood stream [Cree: 13]. Boiled and taken in diabetes [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
489	Medicinal [Innu: 72]. Used with Lycopodium clavatum as a brew for weakness and fever [Algonquians: 63]. Boiled and added to whiskey for bowels and internal troubles. Boiled and given with fresh milk to the mother after childbirth [Mi'kmaq: 43]. Used in toothache [Ojibwa: 89] or by women experiencing complications after childbirth [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
489	Tea used to treat rheumatism, sometimes combined with Prunus pensylvanica [Abenaki: 67; Algonquin: 69]. Tea used in fever [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
489	Steeped to make a tea taken as an antiscorbutic or antipyretic [Mi'kmaq: 60], also used for colds [Algonquians: 63]. Boiled with Juniperus virginiana twigs and taken internally to treat rheumatism [Ojibwa: 47]. Brewed in a tea, alone or mixed with Fraxinus pennsylvanica, used for stomachache or menstrual disorders [Atikamekw: 73]. Boiled in water, mixed with grease and rolled in a towel to be applied locally to ease headache or eye problems [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
490	Infusion used to reduce fever [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
491	Decoction used in colic [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
492	Boiled and the steam inhaled for several hours under a tent to treat pleurisy [Algonquin: 68]. Used to treat swellings and to make medicinal pillows [67].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
492	Bruised and steeped to make a sweat drink [Algonquians: 63]. Boiled and used to stimulate synovia production and treat numb articulations [Algonquin: 68]. Burned as a disinfectant to fumigate a house where someone is sick of a contagious disease, such as smallpox [Chippewa: 85]. Used to make a steam bath to treat cold, fever, rheumatism, menstrual disorders and for women after childbirth. [Algonquin: 69]. Crushed and mixed with boiling water, the steam is beneficial for toothache [Algonquin: 69]. Decoction taken for pneumonia, powdered branches are used in various ailments. Used in a decoction or chewed to extract the juice and taken internally to treat urine retention, or a sore bladder [Cree: 95]. Steeped and taken for cough and cold. Tea used in consumption [Malecite: 65]. Mashed, steeped in boiling water and applied for heart pain [Montagnais: 70].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
492	Made into a poultice for swollen hands or feet [Algonquians: 63; Mi'kmaq: 60]. Fresh, mixed with bear fat and used as an ointment for rheumatism [66]. Tea used for cough, headache and as a blood purifier [Ojibwa: 87]. Crused, mixed with other plants in a decoction used as a wash and drunk to treat a facial paralysis caused by a stroke. Powdered with other plants and mixed with water to make a paste used as a poultice to treat facial paralysis caused by "bad medicine", or to treat general pain [Cree: 13] or rheumatism [Algonquin: 68]. Pulverized, heated, spread in a cloth and pressed on the chest to treat congestion and pain. Same preparation applied to treat skin infections, cuts and abdominal pain [Cree: 80]. Brewed as a wash to treat facial paralysis. Used to treat arthritis and muscular pain [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
492	Tea used to treat colic [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones
492	Used for ear problems [Montagnais: 71]. Rotten wood powdered and used for rashes and skin irritations [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood
492	Combined with bear gall, pricked into the temples with needles to treat convulsions [Chippewa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	charcoal
492	Pounded, mixed with grease and applied to burns [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
492	Applied to ease toothache [Malecite: 65], also applied for chest or heart pain [Montagnais: 70].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
493	Diuretic [Cree: 44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
493	Bruised and used as a headache remedy [Ojibwa: 44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and fruits
494	Steeped and given in diarrhoea [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
495	Used for suppurating wounds [Mi'kmaq: 60].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
495	Infusion used as an eye wash [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
495	Steeped and taken against worms [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
496	Used as a poultice for swellings [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
497	Dried and powdered, used as part of a compound medicine [Dene: 13]. Dried fungus burned and inhaled as a medicine [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
497	Burned and the smoke inhaled to treat headache, or crumbled into an ear to treat earache [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruting body
498	Steeped and used for general sickness [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
499	Tea drunk as a blood purifier/thinner or to treat eczema or psoriasis [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
499	Tea drunk to cure respiratory problems [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	berries
500	Tea used for whooping cough [Algonquin: 69]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
501	Boiled and the decoction drunk to relieve bloody diarrhoea [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
502	Used for "women complaints" [44] and various child diseases [Abenaki: 67]. Freshly cut, and the acridity inhaled for nostril bleeding [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes and roots
503	Infusion of inner bark of root dropped in the ear to treat soreness. Decoction taken in rheumatism [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
504	Crushed and the pulp eaten to accelerate childbirth [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers and leaves
505	Decoction used for urinary pain, as a diuretic, or as a laxative [Ojibwa: 19].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
506	Tea used for cold, boiled and applied externally for eczema and other skin infections. Used in the sudatory for women experiencing complications in childbirth [Algonquin: 69]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
